,Rage
23596,0
23599,0
23604,0
23675,0
23676,0
23708,0
23719,0
23720,0
23724,0
23740,0
23745,0
23753,0
23805,0
23806,0
23810,0
23820,0
23828,0
23924,0
23942,0
23982,0
23983,0
24003,0
24010,0
24011,0
24037,0
24048,0
24060,0
24074,0
24094,0
24095,0
24101,0
24118,0
24124,0
24138,0
24139,0
24146,0
24203,0
24206,0
24209,0
24219,0
24222,0
24260,0
24264,0
24271,0
24296,0
24298,0
24358,0
24359,0
24360,0
24361,0
24362,0
24367,0
24368,0
24395,0
24396,0
24397,0
24398,0
24399,0
24400,0
24401,0
24414,0
24419,0
24420,0
24429,0
24436,0
24439,0
24440,0
24458,1
24459,1
24495,0
24497,1
24499,1
24501,1
24520,1
24530,0
24553,1
24555,1
24557,1
24599,1
24600,1
24601,1
24620,0
24640,1
24652,1
24658,1
24662,1
24666,1
24680,1
24714,1
24752,1
24778,0
24780,0
24781,1
24792,0
24793,1
24803,1
24835,1
24836,1
24846,1
24852,0
24853,1
24887,0
24913,1
24914,1
24935,1
24937,1
24938,1
24939,0
24971,1
24974,1
24984,1
25009,1
25020,1
25025,1
25026,1
25060,1
25106,0
25136,0
25169,1
25170,1
25171,0
25175,1
25192,1
25205,0
25222,1
25250,1
25252,1
25253,0
25255,1
25258,1
25291,1
25298,0
25299,1
25345,1
25347,1
25348,0
25349,1
25374,0
25391,1
25394,1
25402,0
25445,1
25449,0
25459,1
25466,1
25494,0
25496,1
25517,1
25519,1
25528,0
25529,1
25547,1
25566,1
25580,1
25584,1
25613,0
25616,1
25619,0
25622,0
25666,1
25685,1
25688,1
25691,1
25701,1
25705,1
25707,0
25729,1
25730,0
25734,1
25737,1
25782,0
25784,1
25787,1
25836,0
25839,1
25842,1
25879,1
25880,1
25882,0
25883,1
25903,1
25905,0
25912,1
25917,1
25937,1
25947,1
25955,0
22,0
24,0
38,0
41,0
44,0
48,0
71,0
73,0
80,0
86,0
87,0
99,0
125,0
126,0
127,0
128,0
129,0
131,0
190,0
191,0
192,0
193,0
194,0
243,0
268,0
269,0
270,0
271,0
272,0
274,0
352,0
353,0
371,0
378,0
410,0
411,0
495,0
504,0
507,0
508,0
509,0
524,0
586,0
590,0
591,0
594,0
611,0
612,0
663,0
664,0
665,0
666,0
722,0
962,0
733,0
741,0
742,0
744,0
745,0
746,0
886,0
902,0
903,0
904,0
905,0
931,0
996,1
998,1
999,0
1000,1
1009,0
1042,1
1049,0
1055,0
1056,1
1057,1
1058,0
1059,0
1071,0
1072,0
1073,1
1085,1
1086,1
1150,1
1193,1
1199,1
1202,1
1205,1
1206,0
1207,1
1272,0
1279,1
1280,1
1289,1
1290,1
1293,0
1347,1
1362,1
1378,0
1416,1
1637,1
1681,1
1448,0
1449,1
1451,0
1452,0
1453,0
1504,1
1519,1
1521,0
1535,1
1538,1
1539,0
1558,1
1589,0
1590,0
1592,1
1593,1
1594,1
1595,0
1615,1
1616,1
1617,0
1618,0
1619,1
1626,1
1686,0
1690,0
1695,0
1702,1
1725,1
1746,1
1750,1
1752,1
1762,0
1765,0
1766,1
1778,1
1823,0
1826,1
1827,1
1835,1
1858,0
1889,1
2015,0
2016,1
2017,1
2021,0
2027,0
2046,0
2097,0
2100,0
2102,0
2111,1
2113,1
2132,1
2193,0
2194,1
2199,1
2200,0
2203,1
2204,1
2251,1
2252,1
2261,0
2262,1
2265,1
2266,1
2363,0
2365,1
2367,0
2376,1
2620,1
2621,0
2474,0
2478,1
2482,1
2485,0
2486,1
2524,1
2533,1
2534,1
2535,0
2538,0
2539,1
2599,1
2679,0
2681,1
2685,1
2690,1
2691,1
2714,1
2724,1
2726,1
2746,1
2747,1
2768,1
2772,1
2918,1
2932,1
2935,1
2954,1
2955,1
2986,1
3007,1
3008,1
3014,1
3040,1
3041,1
3078,1
3097,1
3098,1
3101,1
3102,0
3103,1
3107,1
3138,1
3139,1
3141,1
3150,1
3151,1
3182,1
3216,1
3217,1
3225,1
3253,1
3256,1
3271,1
3454,0
3455,0
3456,0
3457,0
3461,0
3489,0
3520,0
3521,0
3522,0
3528,0
3531,0
3542,0
3593,0
3595,0
3596,0
3605,0
3633,0
3642,0
3683,0
3686,0
3704,0
3746,0
3759,0
3760,0
3799,0
3801,0
3802,0
3804,0
3805,0
3828,0
3892,0
3903,0
3904,0
3905,0
3909,0
3910,0
3978,0
3979,0
3980,0
3989,0
4017,0
4058,0
4101,0
4102,0
4104,0
4107,0
4108,0
4110,0
4169,0
4172,0
4179,0
4180,0
4192,0
4205,0
4261,0
4262,0
4265,0
4266,0
4267,0
4788,0
4385,0
4386,0
4387,0
4388,0
4390,0
4400,0
4441,1
4442,1
4443,1
4448,1
4457,1
4493,1
4548,0
4549,1
4550,0
4552,1
4553,0
4554,0
4641,1
4642,0
4644,0
4653,1
4658,1
4666,1
4736,1
4738,0
4739,1
4741,0
4750,0
4751,1
4835,1
4838,1
4839,1
4841,1
4861,1
4977,1
4879,1
4880,0
4889,1
4890,0
4897,1
4975,1
4911,0
4918,1
5207,1
5208,1
5390,1
5701,0
4919,0
4921,0
4924,1
4929,1
5252,1
5697,1
4986,1
4987,1
4988,1
4989,1
4990,1
5747,1
5077,1
5078,1
5081,0
5088,1
5097,1
5107,1
5117,1
5123,0
5125,1
5127,0
5128,1
5129,1
5151,1
5152,0
5153,0
5155,1
5156,1
5163,1
5307,1
5309,0
5310,0
5311,1
5312,0
5313,1
5342,1
5343,1
5344,0
5350,0
5351,1
5372,0
5398,0
5401,1
5409,1
5420,1
5462,1
5946,1
5487,1
5493,0
5494,1
5495,0
5496,0
5549,1
5571,0
5578,0
5584,0
5586,1
5629,1
5630,1
5650,1
5651,1
5762,0
5763,0
5765,1
5766,1
5673,1
5830,0
5844,1
5845,1
5948,1
6036,1
5873,1
5889,1
5890,1
5891,1
5893,1
5894,1
5962,0
5999,1
6008,1
6021,0
6022,1
6034,1
6052,1
6053,0
6054,1
6077,1
6116,0
6136,1
6165,0
6173,1
6175,1
6176,1
6195,1
6196,0
6235,1
6236,1
6237,1
6238,1
6287,1
6288,1
6323,0
6324,1
6325,1
6328,1
6331,1
6334,0
6395,1
6401,1
6406,1
6407,1
6423,1
6424,1
6434,1
6436,1
6438,1
6478,1
6479,1
6480,1
6622,0
6650,0
6652,0
6655,0
6656,0
6676,0
6706,0
6707,0
6728,0
6729,0
6742,0
6753,0
6780,0
6782,0
6793,0
6828,0
6830,0
6837,0
6886,0
6888,0
6890,0
6893,0
6895,0
6897,0
6977,0
6980,0
6985,0
6986,0
6987,0
7004,0
7091,0
7102,0
7105,0
7106,0
7108,0
7127,0
7191,0
7200,0
7201,0
7202,0
7203,0
7204,0
7261,0
7293,0
7297,0
7299,0
7300,0
7320,0
7351,0
7352,0
7354,0
7355,0
7361,0
7402,0
7449,0
7456,0
7463,0
7475,0
7476,0
7524,0
7536,0
7537,0
7541,0
7554,0
7606,0
7616,0
7624,1
7629,1
7630,0
7631,1
7632,1
7643,0
7655,0
7662,0
7684,1
7685,0
7699,0
7712,1
7757,0
7758,0
7759,1
7760,0
7761,1
7762,1
7845,0
7863,1
7864,0
7867,1
8062,0
9357,1
8456,1
8459,0
8467,1
8468,0
8475,0
8826,0
8008,0
8009,1
8010,1
8122,0
8245,1
8823,1
8068,1
8069,0
8244,1
8648,1
8731,1
9314,0
8133,1
8137,1
8138,0
8140,0
8309,0
8931,0
8161,1
8162,1
8163,0
8164,1
8165,0
9187,1
8175,1
8176,0
8179,0
8185,0
8186,1
8194,1
8258,1
8259,0
8260,1
8270,0
8271,0
9009,1
8325,0
8332,1
8336,0
8337,1
8339,1
8341,0
8391,0
8394,0
8395,1
8396,0
8397,1
8423,1
8311,1
8430,0
8453,1
8732,0
8735,1
9364,1
8586,0
8587,1
8588,1
8600,0
8617,1
8833,0
8673,1
8675,1
8681,1
8692,1
8712,1
8724,0
8743,1
8746,0
8754,1
8764,1
8814,0
8817,1
8864,1
8865,1
8866,0
8868,1
8898,1
8928,1
9018,0
9025,0
9027,1
9045,0
9190,0
9277,1
9112,1
9116,1
9119,0
9141,0
9165,1
9530,1
9211,0
9212,1
9213,0
9214,0
9215,0
9261,1
9004,0
9188,1
9189,1
9276,1
9291,1
9353,0
9409,1
9410,0
9413,1
9428,1
9437,1
9438,1
9465,1
9476,1
9478,1
9481,0
9516,0
9528,1
9545,1
9546,1
9550,1
9573,1
9576,1
9603,1
9608,1
9609,1
9610,0
9624,1
9625,1
9636,1
9653,1
9657,1
9658,1
9724,1
9725,1
9726,1
9821,0
9822,0
9825,0
9826,0
9829,0
9830,0
9837,0
9838,0
9840,0
9847,0
9854,0
11006,0
9882,0
9884,0
9893,0
9896,0
10447,0
10448,0
9922,0
9923,0
9924,0
9929,0
9930,0
9971,0
9989,0
10007,0
10021,0
10025,0
10033,0
10046,0
10085,0
10088,0
10094,0
10106,0
10127,0
10131,0
10144,0
10145,0
10146,0
10163,0
10168,0
10209,0
10250,0
10253,0
10254,0
10255,0
10256,0
10286,0
10370,0
10371,0
10372,0
10373,0
10374,0
10436,0
10453,0
10466,0
10467,0
10485,0
10486,0
10513,0
10545,0
10546,0
10547,0
10549,0
10567,0
10573,0
10658,0
10662,1
10663,1
10664,1
10681,1
10683,0
10748,1
10749,0
10751,0
10757,1
10787,1
10788,1
10843,0
10845,1
10868,1
10876,1
10903,1
11275,1
10936,1
10937,0
10938,1
10939,1
10940,0
10941,1
11018,1
11019,0
11021,1
11022,1
11030,0
11088,1
11111,1
11112,1
11113,0
11115,1
11165,1
11932,0
11213,1
11215,1
11217,1
11218,0
11224,1
11758,1
11303,1
11304,0
11305,1
11306,0
11310,0
11352,0
11387,1
11388,0
11389,1
11390,1
11391,1
11392,1
11411,1
11412,1
11413,0
11414,0
11415,1
11602,0
11426,1
11427,0
11428,1
11429,1
11430,1
12375,1
11471,0
11474,1
11476,0
11479,1
11480,0
11481,1
11561,0
11562,1
11563,1
11564,1
11567,1
11570,1
11622,0
11623,0
11624,0
11625,1
11761,1
11927,1
11779,0
11780,1
11781,1
11782,0
11783,1
11795,1
11852,1
11853,1
11854,1
11855,1
11920,1
11922,0
11975,0
11978,0
11979,1
11981,1
11982,1
12005,1
12046,1
12048,1
12061,1
12063,0
12077,0
12106,0
11929,0
12142,0
12214,0
12217,1
12219,0
12259,0
12296,0
12302,1
12303,1
12322,1
12323,1
12337,1
12386,1
12391,1
12392,1
12393,0
12423,0
12442,1
12464,0
12465,1
12466,1
12467,1
12468,0
12523,1
12676,1
12677,1
12680,1
12682,1
12685,1
12686,1
12755,1
12771,0
12772,0
12775,1
12780,1
12791,1
12819,1
12824,1
12825,1
12826,1
12827,1
12870,0
12900,0
12902,1
12905,1
12926,1
12927,1
12953,1
12960,1
12962,1
12970,1
12991,1
12992,1
12997,1
13060,0
13065,0
13066,0
13069,0
13070,0
13076,0
13081,0
13096,0
13097,0
13098,0
13113,0
14863,0
13144,0
13147,0
13151,0
13157,0
13158,0
13165,0
13211,0
13213,0
13215,0
13217,0
13247,0
13267,0
13301,0
13326,0
13328,0
13329,0
13351,0
13365,0
13372,0
13404,0
13405,0
13406,0
13407,0
13412,0
13492,0
13496,0
13497,0
13498,0
13499,0
13511,0
13577,0
13603,0
13604,0
13605,0
13606,0
13607,0
13665,0
13673,0
13674,0
13695,0
13748,0
14042,0
13756,0
13780,0
13781,0
13782,0
13783,0
13822,0
13843,0
13859,0
13862,0
13876,0
13888,0
13890,0
13984,1
13985,1
13986,1
13987,0
13989,0
14035,1
14070,1
14074,1
14076,0
14090,1
14102,1
14104,1
14135,1
14169,1
14170,1
14171,1
14175,0
14195,1
14230,1
14231,1
14232,1
14234,1
14243,0
14244,0
14308,1
14311,1
14313,0
14321,1
14323,1
14911,1
14440,0
14459,1
14460,1
14461,1
14464,1
14467,1
14528,1
14541,1
14542,0
14543,0
14545,0
14546,0
14595,1
14605,1
14606,0
14607,0
14647,1
14652,0
14660,1
14661,1
14662,1
14663,1
14664,0
14667,1
14678,1
14685,1
14686,1
14687,0
14690,0
14990,1
14702,1
14703,0
14705,0
14706,1
14707,1
15325,1
14821,1
14823,1
14826,0
14827,0
14830,1
14856,0
14871,0
14928,0
15106,0
15184,1
15315,1
15368,1
14936,1
14937,0
14938,1
14939,1
14940,0
15183,0
15022,1
15043,1
15044,0
15045,1
15046,0
15102,0
15113,0
15126,1
15127,1
15128,0
15129,1
15133,1
15194,0
15205,1
15212,1
15222,1
15259,0
15264,1
15276,1
15278,1
15280,1
15281,1
15282,1
15283,1
15377,1
15380,0
15383,0
15388,1
15391,1
15435,1
15367,1
15463,0
15495,1
15503,0
15531,0
15634,1
15595,1
15596,1
15597,1
15598,1
15608,1
15633,1
15637,1
15671,1
15672,1
15676,1
15677,1
15679,1
15793,0
15814,1
15815,0
15842,0
15848,1
15871,1
15878,1
15909,1
15910,0
15912,1
15923,1
15947,1
15978,1
15979,1
15980,1
16012,1
16021,1
16151,1
16101,1
16102,1
16105,1
16108,1
16133,1
16134,1
16164,1
16179,1
16181,1
16214,1
16215,1
16221,1
16327,0
16337,0
16338,0
16339,0
16346,0
16350,0
16380,0
16381,0
16389,0
16392,0
16397,0
18086,0
16402,0
16410,0
16411,0
16412,0
16413,0
16414,0
16473,0
16474,0
16475,0
16476,0
16479,0
16480,0
16559,0
16560,0
16561,0
16562,0
16563,0
16564,0
16641,0
16646,0
16659,0
16661,0
16674,0
16696,0
16722,0
16733,0
16734,0
16735,0
16736,0
16759,0
16846,0
16849,0
16850,0
16851,0
16856,0
16917,0
16932,0
16942,0
16943,0
16946,0
16958,0
17006,0
17032,0
17033,0
17034,0
17037,0
17040,0
17056,0
17113,0
17129,0
17130,0
17146,0
17147,0
18356,0
17227,0
17228,1
17229,0
17247,0
17276,0
17354,1
17295,0
17296,1
17297,1
17311,1
17312,1
17313,1
17367,1
17370,1
17387,1
17388,1
17389,1
17390,0
17551,1
17572,0
17579,1
17587,1
17588,1
17589,1
17634,1
17651,1
17655,1
17657,1
17666,1
17966,1
17717,1
17724,0
17725,0
17728,0
17729,1
17735,0
17781,0
17787,1
17788,1
17789,1
17791,1
17792,0
17801,1
17802,0
17803,1
17804,1
17805,1
17806,0
17812,1
17813,0
17814,1
17816,0
17823,1
17824,1
17827,1
17830,1
17834,1
17835,1
17837,1
18603,1
17851,0
17855,1
17856,1
17857,0
17887,0
18030,0
17926,0
17929,0
17931,1
17932,0
17933,1
17935,1
17984,0
17985,1
17986,0
17987,1
18012,1
18518,1
18025,1
18069,1
18073,0
18354,1
18355,1
18519,0
18213,1
18214,0
18215,0
18216,0
18219,0
18236,0
18270,0
18280,1
18281,1
18291,1
18293,1
18294,1
18365,1
18374,1
18395,1
18398,0
18399,0
18402,0
18521,1
18541,1
18563,1
18565,1
18809,1
18811,0
18607,1
18630,0
18631,0
18632,1
18633,0
18634,1
18448,0
18463,1
18688,1
18690,1
18706,1
18709,1
18734,0
18754,0
18755,1
18756,0
18757,0
18779,1
18817,0
18853,1
18854,0
18855,1
18856,1
18901,1
18994,1
18996,1
18999,1
19007,1
19024,1
19025,1
19059,1
19071,0
19072,1
19088,0
19101,1
19107,0
19140,1
19141,1
19142,1
19143,1
19151,1
19176,1
19202,1
19203,1
19208,1
19209,1
19210,1
19217,1
19247,1
19248,1
19251,1
19256,1
19257,0
19258,1
19398,0
19400,0
19409,0
19418,0
19424,0
20666,0
19430,0
19432,0
19433,0
19434,0
19435,0
19437,0
19470,0
19473,0
19474,0
19477,0
19478,0
19997,0
19515,0
19517,0
19531,0
19532,0
19534,0
19538,0
19605,0
19628,0
19629,0
19631,0
19635,0
19647,0
19692,0
19695,0
19705,0
19706,0
19723,0
19724,0
19774,0
19781,0
19787,0
19792,0
19826,0
19829,0
19945,0
19946,0
19947,0
19948,0
19950,0
19956,0
20001,0
20019,0
20021,0
20042,0
20062,0
20068,0
20095,0
20105,0
20106,0
20107,0
20126,0
20128,0
20180,0
20207,0
20227,0
20228,0
20229,0
20240,0
20290,0
20312,1
20334,1
20335,0
20336,0
20378,1
20389,1
20415,0
20416,0
20417,0
20421,0
20472,1
20483,0
20493,0
20494,1
20495,1
20496,0
20540,1
20671,1
20678,0
20680,1
20681,1
20682,1
20686,1
20777,0
20778,1
20779,1
20780,0
20781,0
20838,0
20879,1
20880,1
20881,1
20882,1
20883,0
20916,1
20958,0
20960,1
20961,1
20962,1
20963,0
20970,1
20980,1
20981,0
20982,0
20985,1
20986,1
21400,1
21000,1
21002,0
21003,1
21005,1
21012,1
21015,1
21035,0
21038,1
21040,1
21078,1
21683,0
21701,1
21110,1
21111,1
21113,0
21114,0
21580,1
21702,1
21149,1
21150,0
21151,0
21152,1
21153,1
21353,0
21154,1
21167,1
21170,1
21171,1
21172,0
21174,1
21216,0
21225,1
21226,0
21228,1
22134,0
22159,0
21416,1
21417,1
21418,1
21419,0
21428,1
21460,1
21511,1
21512,0
21513,1
21514,1
21528,0
21571,0
21591,1
21599,1
21600,1
21603,1
21614,0
21669,0
21771,0
21803,0
21804,1
21805,0
22215,1
22406,1
21864,1
21880,0
21881,0
21889,0
21895,1
21896,1
21948,1
22002,0
22003,0
22004,0
22005,1
22007,0
21355,1
22032,1
22035,0
22039,0
22040,1
22041,0
22080,0
22081,1
22082,1
22089,1
22103,1
22132,0
22216,1
22250,1
22251,1
22252,1
22253,1
22293,1
22338,1
22347,1
22352,1
22353,1
22354,0
22371,1
22410,1
22412,1
22413,1
22425,1
22443,1
22455,1
22486,0
22488,1
22490,1
22495,1
22498,1
22503,1
22583,1
22596,1
22600,1
22613,1
22623,1
22631,1
22696,0
22697,0
22698,0
22700,0
22702,0
22703,0
22726,0
22727,0
22728,0
22731,0
22751,0
22753,0
22765,0
22768,0
22774,0
22775,0
22776,0
23131,0
22789,0
22790,0
22793,0
22795,0
22796,0
22800,0
22861,0
22862,0
22866,0
22875,0
22879,0
22880,0
22950,0
22951,0
22961,0
22965,0
22974,0
22979,0
23038,0
23069,0
23076,0
23087,0
23088,0
23089,0
23146,0
23147,0
23148,0
23150,0
23213,0
23214,0
23295,0
23314,0
23315,0
23316,0
23317,0
23318,0
23371,0
23373,0
23375,0
23376,0
23377,0
23445,0
23456,0
23487,0
23488,0
23491,0
23497,0
23532,0
23558,1
23559,1
23560,0
23561,0
23564,0
23614,0
23673,1
23678,1
23679,1
23680,1
23681,1
23682,1
23750,1
23770,0
23771,0
23774,1
23777,0
23816,1
23851,1
23852,1
23853,0
23854,1
23855,1
23913,1
23922,1
23932,1
23945,1
23949,1
23950,1
23974,1
24047,1
24076,1
24080,0
24523,0
24683,1
25070,1
24130,1
24131,1
24154,1
24155,1
24159,0
24200,1
24241,0
24242,1
24243,1
24244,1
24245,1
24246,1
24302,1
24305,0
24307,1
24321,1
24888,0
24972,0
24332,0
24334,1
24335,0
24345,0
24346,0
25460,1
24349,0
24350,1
24351,0
24363,1
24364,1
24736,0
24452,1
24482,1
24484,1
24485,1
24486,0
24518,1
24526,0
24533,0
24534,1
24550,1
24562,1
24586,1
24645,0
24646,1
24702,1
24795,1
25197,0
25461,0
24802,1
24841,0
24842,0
24843,0
24885,1
25116,0
24899,0
24900,1
24901,1
24902,0
24905,0
25193,1
24981,1
25011,1
25012,1
25014,1
25015,0
25023,1
25066,1
25090,1
25094,1
25097,1
25113,1
25548,1
25201,0
25209,1
25210,0
25211,0
25212,1
25287,0
25314,1
25319,1
25320,1
25323,1
25335,1
25355,1
25405,0
25407,0
25409,0
25412,1
25417,1
25433,1
25462,1
25486,1
25493,1
25505,1
25506,0
25507,1
25663,1
25686,1
25689,1
25714,1
25718,1
25721,0
25739,1
25740,1
25741,0
25742,1
25751,1
25800,1
25806,1
25835,1
25837,1
25838,1
25841,0
25850,1
25885,1
25894,0
25895,1
25896,1
25897,1
25898,1
25909,1
25914,1
25915,1
25950,1
25951,0
25952,1
202,0
210,0
230,0
234,0
235,0
236,0
251,0
252,0
253,0
254,0
284,0
307,0
310,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
370,0
381,0
391,0
395,0
396,0
422,0
423,0
424,0
425,0
426,0
436,0
437,0
440,0
441,0
442,0
443,0
453,0
454,0
455,0
456,0
472,0
473,0
474,0
528,0
529,0
530,0
531,0
534,0
536,0
540,0
574,0
577,0
625,0
626,0
627,0
628,0
633,0
634,0
635,0
636,0
684,0
692,0
693,0
700,0
703,0
704,0
709,0
716,0
717,0
718,0
743,0
769,0
806,0
807,0
809,0
810,0
811,0
813,0
814,0
815,0
880,0
885,0
895,0
909,0
923,0
924,0
925,0
928,0
929,0
930,0
1002,0
1004,0
1010,0
1011,0
1014,0
1015,0
1016,0
1025,0
1041,0
1044,0
1090,0
1095,0
1118,0
1120,0
1122,0
1128,0
1129,0
1130,0
1132,0
1133,0
1170,0
1171,0
1182,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1282,0
1291,0
1294,0
1295,0
1299,0
1310,0
1317,0
1318,0
1319,0
1320,0
1344,0
1345,0
1360,0
1388,0
1390,0
1392,0
1405,0
1406,0
1408,0
1409,0
1445,0
1447,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1493,0
1516,0
1517,0
1542,0
1544,0
1547,0
1549,0
1550,0
1551,0
1552,0
1560,0
1614,0
1620,0
1623,0
1628,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1638,0
1639,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1671,0
1676,0
1713,0
1714,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1727,0
1751,1
1761,1
1781,1
1783,1
1784,1
1785,0
1786,0
1787,1
1788,1
1789,0
1829,1
1833,1
1872,1
1875,1
1876,1
1877,0
1880,1
1881,1
1882,1
1883,1
1912,0
1927,1
1962,1
1964,0
1969,1
1975,0
1978,1
1983,1
1984,1
1986,1
2024,1
2025,1
2028,0
2032,1
2043,1
2047,1
2048,0
2049,1
2050,1
2051,1
2077,0
2078,0
2091,0
2092,0
2138,1
2144,0
2145,1
2146,1
2154,1
2156,0
2176,1
2178,1
2215,0
2217,1
2235,0
2236,1
2237,0
2238,0
2241,1
2242,1
2302,1
2303,0
2307,0
2310,1
2325,1
2328,1
2335,1
2337,1
2338,1
2339,0
2371,1
2372,1
2416,1
2417,1
2419,0
2421,1
2422,0
2425,1
2426,1
2427,0
2446,1
2464,0
2490,1
2493,1
2498,1
2499,0
2511,0
2512,1
2513,1
2514,0
2564,1
2565,1
2567,1
2568,1
2569,1
2571,0
2612,1
2613,1
2614,1
2615,0
2682,0
2689,1
2693,0
2694,1
2695,1
2696,1
2697,1
2700,1
2709,0
2710,0
2722,1
2725,1
2727,1
2728,1
2743,1
2789,0
2790,1
2791,1
2792,0
2803,1
2807,1
2809,1
2813,0
2816,0
2817,1
2818,1
2821,0
2822,1
2823,0
2824,1
2852,1
2853,1
2854,1
2878,0
2896,1
2898,1
2899,1
2905,0
2906,1
2907,0
2928,1
2929,1
2930,1
2987,1
2989,1
2991,1
2996,1
2998,1
2999,1
3000,1
3016,1
3017,0
3018,1
3074,1
3077,1
3079,1
3080,0
3081,1
3085,0
3088,1
3127,0
3129,1
3135,1
3181,1
3183,1
3184,1
3185,1
3186,0
3187,1
3189,1
3227,1
3234,0
3235,1
3240,0
3242,0
3243,0
3244,1
3247,1
3251,1
3257,0
3288,1
3303,1
3304,1
3305,1
3311,0
3313,1
3314,1
3315,0
3316,1
3318,1
3591,0
3604,0
3655,0
3656,0
3657,0
3659,0
3661,0
3662,0
3664,0
3668,0
3693,0
3705,0
3713,0
3716,0
3720,0
3722,0
3726,0
3727,0
3729,0
3730,0
3776,0
3777,0
3781,0
3784,0
3786,0
3813,0
3819,0
3821,0
3822,0
3832,0
3848,0
3850,0
3851,0
3852,0
3853,0
3858,0
3859,0
3860,0
3861,0
3877,0
3885,0
3886,0
3932,0
3936,0
3938,0
3939,0
3940,0
3941,0
3951,0
3965,0
3991,0
4002,0
4016,0
4034,0
4036,0
4037,0
4038,0
4039,0
4041,0
4042,0
4105,0
4109,0
4111,0
4119,0
4120,0
4121,0
4122,0
4124,0
4126,0
4127,0
4159,0
4160,0
4161,0
4221,0
4224,0
4225,0
4227,0
4228,0
4231,0
4232,0
4298,0
4301,0
4302,0
4306,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4360,0
4361,0
4373,0
4389,0
4417,0
4418,0
4419,0
4422,0
4424,0
4425,0
4461,0
4463,0
4473,0
4475,0
4482,0
4483,0
4484,0
4501,0
4510,0
4511,0
4543,0
4544,0
4545,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4619,0
4625,0
4626,0
4627,0
4675,0
4676,0
4680,0
4681,0
4682,0
4685,0
4709,0
4711,0
4734,0
4767,0
4777,0
4779,0
4780,0
4781,0
4782,0
4786,0
4606,0
4808,0
4819,0
4827,0
4846,0
4851,0
4853,0
4855,0
4857,0
4865,0
4920,0
4922,0
4923,0
4925,0
4926,0
4927,0
4928,0
4930,0
4931,0
4932,0
4949,0
4951,0
4952,0
4958,0
4959,0
4960,0
4962,0
4967,0
4970,0
4971,0
4998,0
4999,0
5004,0
5021,0
5022,0
5044,0
5045,0
5046,0
5047,0
5048,0
5068,0
5070,0
5074,0
5091,0
5092,0
5094,0
5100,0
5101,0
5106,0
5114,0
5139,1
5145,1
5165,1
5188,1
5193,1
5194,1
5195,1
5196,1
5197,0
5198,1
5225,0
5243,0
5244,0
5264,1
5266,1
5269,1
5278,1
5282,1
5285,0
5287,1
5333,1
5339,1
5348,1
5364,0
5365,0
5366,0
5367,1
5369,0
5382,1
5386,1
5411,1
5412,0
5425,0
5456,1
5458,1
5459,0
5460,1
5461,1
5467,0
5469,1
5508,0
5509,1
5510,1
5538,1
5539,1
5542,1
5543,0
5545,1
5546,1
5552,1
5569,1
5570,0
5585,1
5608,1
5609,1
5612,1
5613,1
5628,1
5635,1
5645,0
5686,0
5687,1
5689,1
5704,1
5705,1
5706,0
5723,1
5732,1
5738,1
5745,1
5779,1
5781,1
5784,1
5788,1
5789,1
5796,1
5798,1
5801,1
5802,0
5822,1
5832,1
5833,0
5838,0
5839,1
5840,1
5841,1
5842,1
5843,1
5858,1
5859,1
5868,1
5869,1
5897,1
5914,1
5917,1
5920,1
5922,1
5923,0
5927,0
5943,0
5958,0
5986,1
5987,1
6020,1
6023,1
6024,0
6025,1
6028,1
6029,0
6031,1
6048,1
6049,1
6050,1
6051,1
6055,1
6082,0
6083,0
6084,1
6095,1
6104,0
6109,1
6112,1
6115,1
6129,1
6130,1
6131,0
6132,0
6133,0
6140,0
6141,1
6160,1
6163,0
6170,0
6177,1
6178,0
6182,0
6199,1
6210,1
6213,1
6216,0
6233,0
6234,1
6241,1
6270,1
6274,1
6276,1
6278,1
6279,1
6281,0
6300,1
6335,1
6336,1
6338,1
6345,1
6347,1
6348,1
6349,1
6375,1
6376,1
6390,1
6396,0
6397,1
6398,1
6399,0
6408,1
6409,1
6411,1
6412,1
6413,0
6417,0
6433,1
6435,1
6439,1
6442,1
6453,1
6454,1
6457,1
6463,1
6466,1
6468,1
6515,1
6518,1
6519,1
6530,1
6537,1
6541,1
6552,0
6553,1
6554,0
6555,0
6761,0
6762,0
6768,0
6809,0
6811,0
6812,0
6813,0
6815,0
6817,0
6848,0
6864,0
6896,0
6898,0
6899,0
6911,0
6921,0
6927,0
6934,0
6935,0
6940,0
6957,0
6958,0
6959,0
6988,0
6997,0
7000,0
7001,0
7003,0
7019,0
7027,0
7029,0
7030,0
7031,0
7046,0
7048,0
7049,0
7052,0
7066,0
7067,0
7068,0
7074,0
7075,0
7114,0
7132,0
7133,0
7134,0
7135,0
7137,0
7138,0
7160,0
7180,0
7181,0
7199,0
7213,0
7223,0
7224,0
7226,0
7230,0
7232,0
